,P6426,P6440,P7040,OFICIO,P6430,RAMA4D_R4,INGLABO
9721,36,1,2,53,1,5611,908600
9722,240,2,2,16,4,9412,1000000
9723,60,1,2,55,2,8530,1000000
9724,3,2,2,53,4,5619,400000
9725,60,2,2,41,4,4711,800000
9726,96,2,2,61,4,113,250000
9727,24,1,2,54,3,9700,500000
9728,96,2,2,17,4,6020,500000
9729,10,1,2,54,3,9700,380000
9730,24,2,2,41,4,4711,900000
9731,24,2,2,45,6,4711, 
9732,96,1,2,55,1,8551,908526
9733,10,2,2,55,4,8121,350000
9734,72,1,2,57,4,9602,600000
9735,1,2,2,3,4,4330,150000
9736,240,2,2,98,4,4921,950000
9737,180,2,2,45,5,4781,600000
9738,36,1,2,45,4,4781,450000
9739,1,2,2,97,4,5320,800000
9740,360,2,2,79,4,1410,100000
9741,8,1,2,15,1,9321,2600000
9742,96,1,2,55,4,8413,1200000
9743,4,1,2,55,1,8412,908000
9744,24,1,2,53,1,5611,908000
9745,72,2,2,45,4,4711,2100000
9746,24,1,2,84,1,2910,1050000
9747,96,2,2,45,4,4724,100000
9748,12,1,2,19,1,4111,1400000
9749,6,1,2,58,1,4731,1200000
9750,264,1,2,39,1,4711, 
9751,108,1,2,54,1,8890,908526
9752,7,1,2,58,1,6820,908526
9753,7,2,2,51,5,5611,1600000
9754,5,1,2,99,1,4520,960000
9755,10,1,2,8,4,6201,2000000
9756,7,1,2,92,1,7310,1100000
9757,36,1,2,57,1,9602,2000000
9758,132,1,2,45,1,7912,908526
9759,6,2,2,45,4,4773,300000
9760,168,1,2,2,1,1709, 
9761,120,1,2,13,4,8559, 
9762,72,1,2,39,1,6621,2400000
9763,60,2,2,11,5,6910,2000000
9764,148,1,2,6,1,8621,8000000
9765,444,1,2,97,1,2100,908526
9766,108,1,2,59,1,8610,1400000
9767,48,1,2,3,1,3600,1817000
9768,12,1,2,95,1,4111,800000
9769,12,1,2,79,1,1410,800000
9770,6,1,2,79,1,1410,400000
9771,72,2,2,54,4,8121,1200000
9772,14,1,2,97,1,1081,1230000
9773,18,1,2,54,3,9700,1208526
9774,60,1,1,97,1,1062,2240000
9775,120,2,2,16,4,9609,50000
9776,5,1,2,45,1,4731,1100000
9777,60,1,2,45,1,4731,1008526
9778,144,1,2,21,1,6511,12500000
9779,90,1,2,13,1,8530,6500000
9780,6,1,1,39,4,8544,3823000
9781,108,1,2,21,1,8559,2500000
9782,60,1,2,44,1,6110,908526
9783,84,1,2,45,1,4631,908526
9784,36,2,2,37,4,5320,2900000
9785,1,1,2,80,1,1522,500000
9786,1,2,2,95,4,4111,600000
9787,36,2,2,59,4,9609,450000
9788,18,1,1,38,1,8413,3000000
9789,3,1,2,6,1,8413,2000000
9790,1,1,1,53,1,5611,410000
9791,132,1,2,97,1,4663,908526
9792,72,1,2,39,1,8621,1525000
9793,72,2,2,98,4,4923,600000
9794,120,2,2,45,4,4792,500000
9795,72,1,2,2,4,4659,4000000
9796,36,2,2,98,4,4923,800000
9797,24,1,2,59,3,9700,1200000
9798,72,2,2,17,4,9007,2800000
9799,36,1,2,53,1,5611,908526
9800,144,2,2,17,4,9007,300000
9801,62,2,2,79,5,1410,450000
9802,7,2,2,13,4,8559,320000
9803,12,2,2,79,4,1410,2000000
9804,13,1,1,16,1,7010,5500000
9805,18,1,2,8,1,6630,4500000
9806,6,1,2,38,1,8220,2500000
9807,12,2,2,41,4,4771,50000
9808,3,1,2,95,1,4112,1200000
9809,36,1,2,53,1,5630,1000000
9810,8,1,2,19,1,4112,1200000
9811,1,1,2,98,1,4631,1300000
9812,180,2,2,41,4,4711,900000
9813,60,2,2,45,6,4722, 
9814,2,1,1,44,1,7010,1380000
9815,276,1,2,58,2,8423,2500000
9816,12,2,2,55,4,8121, 
9817,2,1,1,99,1,4520,900000
9818,55,1,2,34,1,8610,908526
9819,60,1,2,87,1,4752,800000
9820,18,1,2,45,1,7310,908526
9821,48,2,2,57,4,9602,800000
9822,3,1,2,97,1,2750,908526
9823,36,1,2,34,1,4112,908526
9824,22,1,2,45,1,4659, 
9825,144,1,2,38,1,8220,908526
9826,36,1,2,97,1,4751, 
9827,360,1,2,13,2,8530,2000000
9828,120,1,2,13,2,8530,2000000
9829,4,1,2,95,1,4111,908526
9830,4,1,2,95,1,4111,908526
9831,48,1,2,97,1,1082, 
9832,12,1,2,95,1,4112,800000
9833,132,1,2,38,1,8220,908526
9834,444,1,2,39,2,8544,1800000
9835,216,1,2,39,4,8544,2400000
9836,2,1,2,45,1,4771, 
9837,98,1,2,45,1,4771, 
9838,224,2,2,97,4,5224, 
9839,288,1,2,98,2,8544,1500000
9840,144,1,2,58,2,8423,2200000
9841,38,2,2,57,4,9602,800000
9842,6,1,2,39,4,8551,1200000
9843,240,2,2,57,4,9602,600000
9844,96,1,2,13,2,8513,1300000
9845,4,2,2,41,4,4722,200000
9846,7,1,2,8,4,8621,1500000
9847,60,2,2,97,4,5320,800000
9848,6,1,2,33,1,4711,1014980
9849,24,2,2,21,4,6110,2500000
9850,120,1,2,59,1,8610,1014980
9851,120,1,2,33,1,3513,1014980
9852,2,1,2,97,4,4711,100000
9853,5,1,2,45,4,4731,900000
9854,18,2,2,98,4,4921,600000
9855,120,2,2,54,4,8121,900000
9856,84,2,2,45,4,4792,80000
9857,60,2,2,45,4,4789,500000
9858,6,2,2,79,4,1410,280000
9859,8,2,2,51,4,5619,500000
9860,8,2,2,53,6,5619, 
9861,48,2,2,45,4,1081,900000
9862,120,2,2,45,4,1522,1000000
9863,78,2,2,41,4,1522,1000000
9864,8,2,2,84,4,4542,900000
9865,14,2,2,15,4,9001,1000000
9866,3,1,2,54,3,9700,600000
9867,60,1,2,59,1,4711,1100000
9868,240,2,2,85,4,4321,1000000
9869,0,1,2,53,1,5611, 
9870,6,1,2,55,1,6810,908526
9871,6,1,2,45,1,4711, 
9872,18,1,2,97,1,4711,1014000
9873,18,2,2,98,4,4921,600000
9874,36,2,1,57,4,9602,700000
9875,36,1,1,45,1,4711,1550000
9876,420,2,2,41,4,4711,800000
9877,350,2,2,45,6,4711, 
9878,12,2,2,37,4,5320,800000
9879,18,1,1,33,1,5611,1050000
9880,38,1,2,80,1,1522,600000
9881,40,1,2,80,1,1522,700000
9882,228,2,2,57,4,9602,1400000
9883,142,1,2,58,1,4711,1014000
9884,60,1,2,45,1,2023,1014000
9885,24,1,2,84,1,4520,900000
9886,0,2,2,45,4,9200,60000
9887,24,1,2,98,1,4923,908526
9888,48,2,2,41,4,4771,1200000
9889,8,2,2,87,4,4322,400000
9890,96,2,2,79,5,1410,1000000
9891,120,1,2,21,1,126,2000000
9892,12,1,2,58,1,910,1200000
9893,6,1,2,32,1,4111,1014000
9894,11,2,2,45,4,5619,240000
9895,3,1,2,59,4,9609,3000000
9896,12,2,2,59,4,9609,3000000
9897,24,1,2,3,1,7120,1014000
9898,180,1,2,70,1,1394,2400000
9899,36,2,2,41,4,4771,1000000
9900,120,1,2,13,1,8530,908526
9901,74,1,2,58,1,4511,908526
9902,96,1,2,11,1,6495,3100000
9903,96,1,2,34,1,124,1450000
9904,168,1,2,91,1,1709,2612000
9905,228,1,2,33,1,6412, 
9906,108,1,2,1,1,2100,6200000
9907,0,1,2,59,4,8810,0
9908,48,1,1,11,1,8544,1417000
9909,60,2,1,37,4,5320,600000
9910,13,2,2,53,4,5629,450000
9911,13,2,2,57,4,9602,90000
9912,360,1,2,85,2,6110,3450000
9913,36,1,2,58,1,5221,540000
9914,2,2,2,45,4,4799,280000
9915,11,2,2,98,4,4923,600000
9916,0,1,2,95,1,4112,900000
9917,7,2,2,87,4,3311, 
9918,9,1,2,59,4,8413,1200000
9919,36,2,2,41,5,4774, 
9920,312,1,2,74,1,2023,180000
9921,444,1,2,34,2,8412,2400000
9922,84,1,2,55,1,1702,1288000
9923,168,1,2,45,1,4762,908526
9924,30,1,2,33,1,4530,908526
9925,12,2,2,80,5,1521, 
9926,6,1,2,70,1,3320,1050000
9927,360,2,2,83,5,2599,2000000
9928,7,1,2,83,4,2599,480000
9929,60,1,2,71,1,510,1014980
9930,4,1,2,71,1,510,1014980
9931,72,1,2,12,2,8412,2000000
9932,240,2,2,6,4,8622, 
9933,48,1,2,6,4,8610,3800000
9934,12,1,2,58,1,3513,1014980
9935,360,1,2,13,2,8530,4244314
9936,276,1,2,13,2,8530,4244314
9937,4,1,2,2,4,8412,3800000
9938,12,1,2,2,4,8412,3800000
9939,120,2,2,95,5,4111,1200000
9940,16,1,2,33,1,4721,1200000
9941,60,1,2,13,1,8530,250000
9942,24,1,2,99,1,3811,1014980
9943,12,1,2,62,1,121,1014980
9944,6,1,2,53,1,5611,910000
9945,1,1,2,87,1,2592,1014980
9946,4,1,2,33,1,7810,908000
9947,24,1,2,39,1,4921,1000000
9948,156,1,2,79,1,1410,908526
9949,157,1,2,12,2,8413, 
9950,60,1,2,39,4,6820,1200000
9951,12,2,2,45,4,5619,200000
9952,18,1,2,39,1,6201,908526
9953,100,1,2,13,2,8530, 
9954,6,1,2,7,1,8610,3200000
9955,84,1,2,44,1,8299, 
9956,144,1,2,21,1,1620,12000000
9957,84,1,2,98,1,4921,1500000
9958,156,1,2,59,1,8610,1400000
9959,10,1,2,44,4,8299,3000000
9960,7,1,2,15,4,8412,5000000
9961,18,1,2,12,4,6910,4000000
9962,9,2,2,57,4,9602,3000000
9963,96,2,2,41,4,4771,2600000
9964,48,1,2,54,3,9700,430000
9965,5,2,2,97,4,5320,80000
9966,11,1,2,45,1,4782,908526
9967,24,1,2,44,1,6532,2000000
9968,1,2,2,13,4,8559,0
9969,96,2,2,45,4,4799,1300000
9970,120,2,2,98,4,4921,1000000
9971,72,2,2,45,4,4792,30000
9972,6,1,2,2,4,8412,5800000
9973,120,1,2,79,1,1410,908526
9974,360,2,2,95,5,4111,1000000
9975,0,1,2,95,1,4111, 
9976,48,1,2,6,4,8610,3891645
9977,0,1,2,15,1,9007,2200000
9978,144,2,2,97,4,5320,500000
9979,360,2,2,44,4,6820,2000000
9980,2,2,2,45,4,4782,800000
9981,2,1,2,3,1,7110,3000000
9982,156,2,2,45,4,4781,22000
9983,42,1,2,97,1,4711,908526
9984,24,1,2,79,1,1410,908526
9985,14,2,2,98,4,4921,1400000
9986,24,1,2,55,1,8810,908526
9987,160,2,2,45,4,4782, 
9988,48,1,2,35,1,4923,1800000
9989,168,1,2,62,1,6820,1020000
9990,200,2,2,57,4,9602, 
9991,18,2,2,80,4,1522, 
9992,36,2,2,45,4,5619,600000
9993,300,2,2,95,4,4111,800000
9994,7,2,2,41,4,4729,400000
9995,8,2,2,45,6,4729, 
9996,84,1,2,39,1,8691,1180000
9997,132,1,2,79,1,1313,1280000
9998,2,1,2,3,1,8220,908526
9999,120,1,2,59,1,1410,908526
10000,504,2,2,98,4,4921,100000
10001,1,1,2,34,1,1512,1500000
10002,180,2,2,41,4,4711,250000
10003,180,2,2,41,4,4711,250000
10004,18,1,2,58,1,6820,1014980
10005,240,1,2,81,1,3110,908526
10006,2,2,2,3,4,9511,700000
10007,24,1,2,95,1,4111,908526
10008,2,1,2,95,1,4111,908526
10009,4,2,2,95,4,4111,800000
10010,36,1,2,45,1,4771,900000
10011,12,2,2,99,4,3830,600000
10012,24,2,2,53,4,5619, 
10013,18,2,2,53,4,5619,500000
10014,48,1,2,39,1,4921,908526
10015,48,2,2,45,4,4729,180000
10016,72,2,2,95,4,4111,800000
10017,24,2,2,95,4,4111,300000
10018,36,2,2,99,4,3830,600000
10019,14,2,2,97,4,5224,400000
10020,12,2,2,94,4,9529,520000
10021,420,2,2,45,4,4781,400000
10022,348,2,2,98,4,4921,900000
10023,12,2,2,95,4,4111,800000
10024,204,2,2,95,4,4111,1000000
10025,1,2,2,53,4,5619,90000
10026,420,2,2,53,4,5619,120000
10027,24,1,2,97,1,4759,908526
10028,6,2,2,55,4,8121,360000
10029,180,2,2,45,4,4781,1200000
10030,60,2,2,45,4,4781,1000000
10031,240,2,2,95,4,4111,900000
10032,240,2,2,95,4,4111,1000000
10033,48,2,2,98,4,4921,1200000
10034,36,2,2,45,4,4781,800000
10035,12,2,2,77,4,5619, 
10036,120,1,2,84,1,4542,908526
10037,8,1,2,58,1,8530,908526
10038,5,1,2,95,4,4111,908526
10039,360,2,2,87,4,2511,900000
10040,96,2,2,95,4,4330,600000
10041,360,2,2,45,4,4781,500000
10042,240,2,2,45,4,4781,500000
10043,180,2,2,41,5,4711, 
10044,180,2,2,45,6,4711, 
10045,1,2,2,41,4,4771,300000
10046,5,2,2,98,4,4921,900000
10047,2,2,2,53,4,5619,450000
10048,1,2,2,53,4,5619,80000
10049,60,1,2,54,3,9700,1000000
10050,48,1,2,55,1,8121,908526
10051,12,2,2,53,4,5619,160000
10052,1,2,2,53,4,5619,180000
10053,400,2,2,95,4,4111, 
10054,192,2,2,57,4,9602,700000
10055,1,1,2,59,3,9700,992000
10056,1,1,2,39,2,8412,3800000
10057,30,1,2,39,2,8551,3950000
10058,168,1,2,13,2,8530,2700000
10059,60,2,2,3,4,4520,900000
10060,300,1,2,45,1,1410,908526
10061,120,1,2,97,1,5619,1200000
10062,540,2,2,3,4,4321,400000
10063,156,1,2,58,2,8423,1500000
10064,6,2,1,45,4,4722,600000
10065,24,2,2,51,5,5611,1500000
10066,73,1,2,45,1,4774,1014980
10067,8,1,2,45,1,4759,300000
10068,180,2,2,98,4,4921,1000000
10069,84,1,2,58,1,9329,908526
10070,120,2,2,57,4,9602,200000
10071,6,1,2,97,1,4752,850000
10072,36,2,2,53,4,5619,500000
10073,36,2,2,45,4,4789,600000
10074,14,2,2,77,4,5619,500000
10075,14,2,2,77,4,5619,500000
10076,5,1,2,21,4,8219,900000
10077,336,1,2,54,1,8890, 
10078,15,2,2,98,4,4921,800000
10079,20,2,2,93,4,4542,450000
10080,17,1,2,98,1,7911,908000
10081,24,1,2,45,1,4731,908526
10082,10,1,2,11,1,5229,2500000
10083,672,2,2,87,4,4520,700000
10084,72,1,2,40,1,4771,1400000
10085,72,1,2,39,1,4754,1600000
10086,12,2,2,45,4,4792,300000
10087,180,1,2,13,2,8530,3000000
10088,3,1,2,3,4,4542,500000
10089,6,2,2,55,4,8121,200000
10090,84,2,2,98,4,4921,900000
10091,24,2,2,98,4,4921,700000
10092,60,2,2,98,4,4921,700000
10093,84,2,2,98,4,4921,750000
10094,324,1,2,33,1,8890,908526
10095,60,1,2,45,1,4723,908526
10096,84,2,2,55,4,8121,300000
10097,420,2,2,81,4,3110,1000000
10098,24,1,2,53,1,5619,908526
10099,96,2,2,55,4,8121,200000
10100,96,2,2,98,4,4921,700000
10101,72,1,2,33,1,9200,908526
10102,84,1,2,33,1,9200,908526
10103,120,2,1,81,4,3110,700000
10104,12,2,2,3,4,9511,400000
10105,168,1,2,97,1,2229,2000000
10106,180,2,2,57,4,9602,400000
10107,24,1,2,58,1,2599,1100000
10108,480,2,2,79,4,1410,350000
10109,6,2,2,41,4,4755,100000
10110,120,2,2,93,4,4330,500000
10111,552,2,2,85,4,9522,300000
10112,60,2,2,45,4,4792,87500
10113,12,2,2,53,4,5619,800000
10114,12,2,2,53,6,5619, 
10115,24,2,2,53,4,5619,450000
10116,38,2,2,45,4,4799,500000
10117,24,1,2,14,1,9491, 
10118,3,2,2,13,4,8559,350000
10119,96,1,2,19,1,6522,2500000
10120,5,1,2,19,1,8610,680000
10121,12,2,2,45,4,4759,800000
10122,132,1,2,62,1,5511,2100000
10123,420,2,2,98,4,4921,900000
10124,360,2,2,55,4,8121,500000
10125,36,1,2,21,1,5222, 
10126,264,1,2,21,1,5222,2600000
10127,48,1,2,40,1,4761,1100000
10128,48,2,2,98,4,4921,800000
10129,24,1,2,21,1,8530,1200000
10130,120,1,2,12,2,8415,2900000
10131,108,1,2,58,2,8423,2500000
10132,120,2,2,45,4,4792,125000
10133,36,2,2,45,4,4792,100000
10134,120,1,2,12,2,8424,4000000
10135,48,1,2,39,1,8544,1300000
10136,72,1,2,59,1,8610,1200000
10137,12,2,2,45,4,4721,350000
10138,300,1,2,11,2,8530,1400000
10139,6,1,2,6,1,8610, 
10140,3,1,2,6,1,8610, 
10141,36,2,2,54,4,8121,600000
10142,5,1,2,97,1,4210,1100000
10143,60,1,2,19,1,5511,1800000
10144,6,2,2,54,4,8121,360000
10145,16,2,2,97,4,5224,500000
10146,5,1,2,55,1,8530,250000
10147,50,1,2,32,2,8423,908256
10148,8,1,2,77,1,1081,908526
10149,60,2,2,97,4,5224,600000
10150,12,1,2,95,1,4111,850000
10151,336,2,2,54,4,8121,100000
10152,120,2,2,95,4,4111,1000000
10153,24,2,2,45,4,4721, 
10154,36,2,2,53,4,5619,400000
10155,36,2,2,97,4,5224,500000
10156,18,2,2,53,4,5619,400000
10157,360,2,2,95,4,4111,700000
10158,144,1,2,58,1,8415,1100000
10159,180,2,2,45,5,4781,2000000
10160,250,2,2,84,4,4520,1600000
10161,60,2,2,81,4,1690,850000
10162,2,1,2,97,1,4721,850000
10163,24,1,2,59,1,8610,1200000
10164,19,1,2,13,2,8544,5300000
10165,2,1,2,2,1,610,2800000
10166,1,1,2,5,4,7020,2500000
10167,300,2,2,21,5,2599,2500000
10168,150,1,2,45,1,4771,900000
10169,6,1,2,13,4,8551, 
10170,360,2,2,41,5,4773, 
10171,80,1,2,45,1,4773, 
10172,300,1,2,33,1,7010,1800000
10173,420,1,2,32,2,8415,2300000
10174,6,1,2,12,2,8412,3400000
10175,36,2,2,44,5,6820,3000000
10176,24,1,2,32,1,6820,908526
10177,240,2,2,41,4,4741,800000
10178,360,2,2,49,4,7729,150000
10179,36,1,2,3,1,7729,580000
10180,168,1,2,13,1,8790,908526
10181,492,1,2,13,2,8530, 
10182,12,2,2,41,4,4721,908526
10183,6,1,2,39,2,8412,2000000
10184,240,2,2,41,4,4631,600000
10185,180,2,2,98,4,4923,2000000
10186,36,1,2,93,1,3110,600000
10187,240,1,2,33,1,4711,907000
10188,300,1,2,32,2,8413,2800000
10189,180,2,2,84,4,4520,900000
10190,3,1,2,53,1,5611,580000
10191,1,1,2,53,1,5611,380000
10192,12,1,2,81,1,3110,907000
10193,156,2,2,51,5,5611, 
10194,156,2,2,51,5,5611, 
10195,24,1,2,54,1,8890,908526
10196,10,1,2,39,1,8610,908526
10197,6,1,2,5,4,8413,4100000
10198,36,2,2,44,4,6499, 
10199,156,2,2,41,4,4711,200000
10200,2,1,2,45,1,4799,908526
10201,240,2,2,61,4,141,900000
10202,180,2,2,79,4,9529,600000
10203,8,2,2,41,4,4721,500000
10204,260,1,2,53,1,5611,908526
10205,24,1,2,17,1,9007, 
10206,36,1,2,1,4,8610, 
10207,72,2,1,37,4,5630,950000
10208,12,2,2,41,4,4723,1000000
10209,148,1,2,98,1,4290,908526
10210,12,1,2,11,1,4759,1500000
10211,36,1,2,59,1,7500,908526
10212,24,2,2,98,4,4921,700000
10213,240,2,2,98,4,4921,800000
10214,360,2,2,41,4,4711, 
10215,6,2,2,41,4,4711,350000
10216,12,2,2,98,4,4921,150000
10217,2,2,2,97,4,4923,900000
10218,24,2,2,98,4,4921,800000
10219,24,1,2,45,1,4721,1300000
10220,4,1,2,54,3,9700,750000
10221,3,1,2,45,1,4721,1300000
10222,48,1,2,45,1,4711,250000
10223,120,2,2,81,4,3110,1000000
10224,3,2,2,53,4,5611,200000
10225,60,1,2,3,1,7120,907000
10226,24,1,2,3,1,4321,1000000
10227,48,2,2,41,4,4771,900000
10228,24,2,2,98,4,4921,600000
10229,280,1,2,39,1,7010,1200000
10230,180,1,2,54,1,8890,908526
10231,12,1,2,30,1,3110, 
10232,30,1,2,32,1,4774,907000
10233,120,1,2,21,1,4752,3200000
10234,240,1,2,45,1,4752,1500000
10235,36,2,2,2,4,7110,1600000
10236,48,1,2,2,1,7110,6000000
10237,360,2,2,87,4,2592,450000
10238,72,1,2,34,1,4663,1200000
10239,112,2,2,41,4,4711,900000
10240,144,1,2,54,3,9700,850000
10241,3,1,2,45,1,4724,120000
10242,72,1,2,34,1,4752,1200000
10243,36,1,2,95,1,4111,908526
10244,144,1,2,13,2,8544, 
10245,12,1,2,45,1,4771, 
10246,240,2,2,41,4,5619, 
10247,360,2,2,41,4,4711, 
10248,48,1,2,53,1,5611,800000
10249,12,1,2,45,1,4721,300000
10250,64,2,2,41,4,4761,1100000
10251,213,2,2,44,5,4512, 
10252,168,1,2,58,2,8423,1800000
10253,36,2,2,41,4,4711,500000
10254,36,2,2,45,6,4711, 
10255,120,2,2,45,4,4792,100000
10256,6,1,2,45,1,4724,1080000
10257,120,2,2,79,4,1410,100000
10258,2,1,2,45,1,4773,908000
10259,2,2,2,84,4,4542,750000
10260,72,2,2,98,4,4921,700000
10261,120,2,2,98,4,4921,800000
10262,3,1,2,37,1,4530,450000
10263,12,1,2,54,3,9700,580000
10264,48,1,2,58,1,8544,1200000
10265,6,1,2,45,1,4773,908000
10266,47,1,2,59,4,8610,1536000
10267,24,1,2,30,4,8412,2600000
10268,96,2,2,21,5,2511,1000000
10269,96,2,2,37,6,2511, 
10270,96,1,2,83,1,2511,1000000
10271,6,2,2,41,4,4711,100000
10272,108,1,2,55,1,6412,908000
10273,1,1,2,97,1,4771,100000
10274,84,1,2,57,1,9602,700000
10275,98,2,2,45,6,4772, 
10276,120,2,2,41,4,4772,500000
10277,244,1,2,80,1,1512,450000
10278,120,1,2,80,9,1512,100000
10279,48,2,2,84,4,4520,400000
10280,96,1,2,98,1,4752,1014526
10281,240,2,2,45,4,4781,150000
10282,12,1,2,98,1,4921,200000
10283,12,2,2,94,4,3290,100000
10284,18,1,2,99,1,3811,1014526
10285,12,2,2,98,4,4921,300000
10286,0,1,2,62,1,1072,126000
10287,168,2,2,41,5,4541,2000000
10288,120,2,2,45,6,4541, 
10289,480,2,2,53,4,5619, 
10290,360,2,2,95,4,4112,908000
10291,396,2,2,2,4,7110,0
10292,5,1,2,5,4,8413,3500000
10293,18,1,2,21,4,5221,1700000
10294,252,1,2,55,2,8412,1200000
10295,36,1,2,21,1,3514,1100000
10296,144,2,2,98,4,4921,280000
10297,1,1,2,95,1,4112,400000
10298,3,1,2,53,1,5611,360000
10299,38,1,2,53,1,5619,800000
10300,24,1,2,59,1,8610,900000
10301,36,1,2,55,1,8610,900000
10302,1,1,2,53,1,5611,300000
10303,12,2,2,95,4,4111,420000
10304,14,1,2,58,2,8422,2600000
10305,120,2,2,41,4,4752,2000000
10306,24,2,2,3,4,9512,600000
10307,3,1,2,21,1,9602,1200000
10308,9,1,2,81,1,3110,800000
10309,2,1,2,81,9,3110,200000
10310,4,1,2,54,1,8413,940000
10311,12,2,2,98,4,4921, 
10312,192,2,2,81,4,3110,1000000
10313,12,1,2,37,1,8621,1108000
10314,24,1,2,32,1,4759,1100000
10315,336,2,2,95,4,4112,2000000
10316,12,1,2,37,4,5320,908000
10317,6,1,2,98,1,4724,942000
10318,24,2,2,57,4,9602,60000
10319,6,1,2,8,1,6201,908000
10320,36,2,2,57,4,9602,900000
10321,48,1,2,45,1,4520,900000
10322,300,1,2,3,1,3600,2000000
10323,0,1,2,59,1,8610,1000000
10324,12,2,2,98,4,4921, 
10325,24,1,2,45,1,4759,600000
10326,12,2,2,98,4,4921, 
10327,108,2,2,41,5,4771,3000000
10328,108,2,2,41,5,4771, 
10329,150,1,2,58,2,8424,3000000
10330,12,2,2,87,4,2511,1100000
10331,1,2,2,41,4,4729,150000
10332,144,1,2,98,1,4921,908526
10333,29,1,2,44,1,6820,908526
10334,12,1,2,45,1,4719,300000
10335,432,2,2,98,4,4923,50000
10336,60,1,2,13,2,8530,2300000
10337,35,1,2,13,2,8551,2000000
10338,60,2,2,41,4,4759, 
10339,42,2,2,41,4,4719,120000
10340,144,1,2,58,2,8423,1600000
10341,240,2,2,57,4,9602,400000
10342,24,2,2,79,4,1410,60000
10343,120,1,2,84,1,4520,700000
10344,4,1,2,45,1,4649,908526
10345,24,2,2,98,4,4921,250000
10346,24,1,2,16,1,1811,900000
10347,2,1,2,95,1,4111,800000
10348,42,1,2,98,1,4921,908526
10349,420,2,2,41,4,4723,900000
10350,360,1,2,11,2,8412,6200000
10351,204,2,2,55,4,8121,700000
10352,6,1,2,19,4,8544,2500000
10353,144,1,2,21,1,8610,2100000
10354,288,1,2,16,1,4711,1300000
10355,360,2,2,84,4,4520,1000000
10356,3,1,2,6,4,8610,6000000
10357,276,1,2,21,4,8890,1816000
10358,360,2,2,84,4,4520,900000
10359,154,2,2,16,4,9609,700000
10360,15,2,2,98,4,4921,150000
10361,3,2,2,45,4,4799,250000
10362,168,1,2,37,1,126,908526
10363,24,1,1,54,3,9700,620000
10364,364,2,2,84,4,4520,1000000
10365,12,2,2,13,4,8559,250000
10366,24,2,2,98,4,4921, 
10367,0,1,2,50,1,5519,900000
10368,6,2,2,13,4,8559,300000
10369,6,1,2,33,1,123,908526
10370,84,1,2,13,2,8530,1980000
10371,5,2,2,45,4,4792,120000
10372,12,2,2,41,4,4774,0
10373,48,2,2,98,4,4921,400000
10374,4,2,2,61,4,144,0
10375,164,1,2,13,2,8530,5500000
10376,12,2,2,98,4,4921,700000
10377,9,2,2,95,4,4111,1200000
10378,48,1,2,45,1,4530,4000000
10379,24,1,2,45,1,4719,940000
10380,380,2,2,85,4,9522,1200000
10381,24,1,2,58,1,8530,908000
10382,6,1,2,34,1,4290,908000
10383,112,1,2,54,3,9700,620000
10384,8,1,2,16,1,7310,400000
10385,134,2,2,98,4,4921,700000
10386,11,1,2,43,1,4645,1100000
10387,24,2,2,53,4,5619,200000
10388,36,2,2,41,4,4711,1200000
10389,48,1,2,39,1,4290,1100000
10390,4,1,2,11,4,8412,2000000
10391,7,1,2,21,4,4520,1800000
10392,160,1,2,12,2,8424,5000000
10393,36,2,2,95,4,4111,1200000
10394,12,2,2,95,6,4111, 
10395,300,2,2,77,4,1081,750000
10396,5,1,2,58,1,6820,908526
10397,14,1,2,58,1,8412,1180000
10398,60,2,2,55,4,7810,1000000
10399,11,2,2,95,4,4111,900000
10400,72,2,2,77,4,5619,600000
10401,36,2,2,45,6,5619, 
10402,24,2,2,77,6,5619, 
10403,4,1,2,3,1,4664,908526
10404,48,2,2,57,4,9602,240000
10405,12,2,2,53,5,5611,1800000
10406,24,2,2,41,4,4711,1200000
10407,24,2,2,97,4,5224,700000
10408,10,1,2,58,1,6820,1140000
10409,46,1,2,97,1,4711,908526
10410,12,2,2,97,4,5320,800000
10411,16,2,2,45,4,4782,600000
10412,36,1,2,54,3,9700,1108000
10413,2,1,2,19,1,8610,2000000
10414,140,2,2,87,4,4520,2000000
10415,24,1,2,77,1,1081,350000
10416,1,1,2,45,1,1081,900000
10417,2,2,2,33,4,8299,120000
10418,82,2,2,59,4,8699,1200000
10419,12,1,2,81,1,4752,908000
10420,11,2,2,57,4,9602,900000
10421,86,2,2,45,4,4789,400000
10422,1,2,2,97,4,5320,350000
10423,48,2,2,57,4,9602,600000
10424,11,1,2,34,1,4923,940000
10425,24,2,2,45,4,4541,1000000
10426,120,1,2,58,2,8423,2000000
10427,5,1,2,44,1,6412,908000
10428,5,1,2,13,1,8530,1100000
10429,1,2,2,45,4,6190,0
10430,12,1,2,2,1,4210,2800000
10431,2,2,2,41,5,4752,3000000
10432,60,1,2,45,1,1040,980000
10433,131,1,2,98,1,4731,908000
10434,6,1,2,2,1,4210,940000
10435,60,1,2,58,1,8544,940000
10436,240,2,2,84,4,4520,1600000
10437,30,1,2,35,1,5112,1200000
10438,5,1,2,14,1,9491,1150000
10439,444,1,2,6,2,8610, 
10440,12,2,2,51,5,5630,400000
10441,24,2,2,55,4,8121,800000
10442,1,1,2,53,1,5630,840000
10443,384,1,2,11,2,8413,2700000
10444,180,2,2,21,5,1391,4000000
10445,60,1,2,32,1,1391,1000000
